NOMBRE;FECHAREGISTRO;DECLARACION;TIPO;PERIODO;EMPLEADOR;SECTOR;BENEFACTOR;DESTINATARIO;DESCRIPCION;OBSERVACIONES
Rodríguez Almeida,Andrés Alberto;10/08/2023;Declaración inicial;FUNDACIONES;;;;;;Pequeñas aportaciones y tareas de voluntariado a entidad benéficas, de ayuda social y promoción cultural y educativa;
Rodríguez Almeida,Andrés Alberto;04/10/2023;Modificación de la declaración de intereses económicos;OBSERVACIONES;;;;;;;Ninguno distinto de los consignados en la declaración de bienes formalizada por mí en el momento de mi acreditación ante la Cámara.
Rodríguez Almeida,Andrés Alberto;10/08/2023;Declaración inicial;OBSERVACIONES;;;;;;;Ninguno distinto de los consignados en la declaración de bienes formalizada por mí en el momento de mi acreditación ante la Cámara.
Rodríguez Calleja,Patricia;02/08/2023;Declaración inicial;ACTIVIDAD;2015-2019;Exmo Ayuntamiento de Ávila;Público;;;Retribuciones correspondientes al cargo de Tte de Alcalde y Portavoz del Ayuntamiento de Ávila;
Rodríguez Calleja,Patricia;02/08/2023;Declaración inicial;ACTIVIDAD;2019-2023;Senado de España;Público;;;Retribuciones como Senadora u Portavoz Adjunta del Grupo Parlamentario Popular;
Rodríguez Calleja,Patricia;02/08/2023;Declaración inicial;DONACION;;;;;;Regalos de escasa cuantía en el ámbito familiar y social.;
Rodríguez Calleja,Patricia;02/08/2023;Declaración inicial;FUNDACIONES;;;;;Partido Popular;Cuota anual de afiliación. Aportación mensual como cargo público;
Rodríguez Calleja,Patricia;02/08/2023;Declaración inicial;FUNDACIONES;;;;;Fundación investigación Crist contra el cáncer;Aportación mensual con la finalidad de recaudar fondos para la investigación contra el cáncer;
Rodríguez Calleja,Patricia;02/08/2023;Declaración inicial;FUNDACIONES;;;;;Entidades del Tercer Sector de Acción Social;Aportaciones anuales en diferentes campañas con la finalidad de recaudar fondos para diferentes iniciativas de carácter social;
Rodríguez de Millán Parro,María José;16/08/2023;Declaración inicial;ACTIVIDAD;;;;;;Ninguna de las actividades desarrolladas por mi durante los cinco años anteriores a la obtención del mandato parlamentario podrá condicionar mi actividad política en tanto en cuanto ésta se desarrollará siempre al servicio del interés superior de España y de los españoles, con lealtad a la Constitución y al resto del ordenamiento jurídico vigente, tal y como juré en la sesión constitutiva del Congreso de los Diputados;
Rodríguez de Millán Parro,María José;19/09/2023;Modificación de la declaración de intereses económicos;ACTIVIDAD;2020-2022;Parlamento de Andalucía;Público;;;Asesora Parlamentaria;
Rodríguez de Millán Parro,María José;16/08/2023;Declaración inicial;ACTIVIDAD;;;;;;En cuanto a las actividades que me hayan proporcionado ingresos económicos, me remito a lo consignado en mis respectivas declaraciones de actividades y bienes formalizadas en el momento de acreditarme ante la Cámara, de conformidad con lo establecido en la Constitución y en el Reglamento, y que son de información pública a través de los procedimientos de difusión dependientes del Congreso de los Diputados.;
Rodríguez de Millán Parro,María José;19/09/2023;Modificación de la declaración de intereses económicos;ACTIVIDAD;2022-2023;Senado;Público;;;Senadora;
Rodríguez de Millán Parro,María José;16/08/2023;Declaración inicial;DONACION;;;;;;Ninguno de especial consideración y valor, exclusivamente los obsequios propios de la relación familiar, amistosa o social sin alcance material o económico relevante. En los mismos términos señalados en el apartado anterior ninguno de éstos es susceptible de condicionar mi práctica parlamentaria por las razones anteriormente señaladas en aquél.;
Rodríguez García,Isabel;03/08/2023;Declaración inicial;ACTIVIDAD;2011-2019;Congreso de los Diputados;Público;;;Diputada por Ciudad Real;
Rodríguez García,Isabel;03/08/2023;Declaración inicial;ACTIVIDAD;2019-2021;Ayuntamiento de Puertollano;Público;;;Alcaldesa;
Rodríguez García,Isabel;03/08/2023;Declaración inicial;ACTIVIDAD;2021-actualidad;Gobierno de España;Público;;;Ministra de Política Territorial y Portavoz;
Rodríguez García,Isabel;03/08/2023;Declaración inicial;DONACION;;;;Obsequios protocolarios como Ministra de Política Territorial que han sido puestos a disposición del Ministerio;;;
Rodríguez García,Isabel;03/08/2023;Declaración inicial;FUNDACIONES;;;;;PSOE;Microcrédito;
Rodríguez García,Isabel;03/08/2023;Declaración inicial;FUNDACIONES;;;;;PSOE;Cuota de afiliación y otras aportaciones;
Rodríguez García,Isabel;03/08/2023;Declaración inicial;OBSERVACIONES;;;;;;;ninguno
Rodríguez Gómez de Celis,Alfonso;25/10/2023;Modificación de la declaración de intereses económicos;ACTIVIDAD;2017-2021;PSOE;PÚBLICO;;;SECRETARIO FEDERAL DE RELACIONES INSTITUCIONALES;
Rodríguez Gómez de Celis,Alfonso;07/08/2023;Declaración inicial;ACTIVIDAD;(10-11-2019/ACTUALIDAD);DIPUTADO CONGRESO;PÚBLICO;;;;
Rodríguez Gómez de Celis,Alfonso;25/10/2023;Modificación de la declaración de intereses económicos;ACTIVIDAD;18/6/2018-15/3/2019);GOBIERNO DE ESPAÑA;PÚBLICO;;;DELEGADO DEL GOBIERNO EN ANDALUCÍA;
Rodríguez Gómez de Celis,Alfonso;25/10/2023;Modificación de la declaración de intereses económicos;ACTIVIDAD;21/05/2019-ACTUALIDAD;CONGRESO DE LOS DIPUTADOS;PÚBLICO;;;DIPUTADO DEL CONGRESO DE LOS DIPUTADOS LEGISLATURAS XIII XIV XV;
Rodríguez Gómez de Celis,Alfonso;07/08/2023;Declaración inicial;DONACION;;;;Ninguno;;;
Rodríguez Gómez de Celis,Alfonso;25/10/2023;Modificación de la declaración de intereses económicos;FUNDACIONES;;;;;PSOE;La cuota de afiliado/a establecida en los estatutos del PSOE por ser afiliado/a del PSOE, y la aportación como cargo público establecida en los estatutos y reglamentos del PSOE por tener la condición de cargo público del PSOE.;
Rodríguez Gómez de Celis,Alfonso;07/08/2023;Declaración inicial;FUNDACIONES;;;;;PSOE;La cuota de afiliado/a establecida en los estatutos del PSOE por ser afiliado/a del PSOE, y la aportación como cargo público establecida en los estatutos y reglamentos del PSOE por tener la condición de cargo público del PSOE.;
Rodríguez Gómez de Celis,Alfonso;07/08/2023;Declaración inicial;OBSERVACIONES;;;;;;;Ninguno
Rodríguez Gómez de Celis,Alfonso;25/10/2023;Modificación de la declaración de intereses económicos;OBSERVACIONES;;;;;;;Ninguno
Rodríguez Herrer,María Elvira;07/10/2025;Modificación de la declaración de intereses económicos;ACTIVIDAD;2019-2023;CORTES GENERALES;;;;DIPUTADA NACIONAL;
Rodríguez Herrer,María Elvira;07/10/2025;Modificación de la declaración de intereses económicos;ACTIVIDAD;2023-2025;CLASES PASIVAS;;;;JUBILADA;
Rodríguez Herrer,María Elvira;07/10/2025;Modificación de la declaración de intereses económicos;DONACION;;;;NADA QUE DECLARAR;;;
Rodríguez Herrer,María Elvira;16/09/2025;Declaración inicial;FUNDACIONES;;;;;CRUZ ROJA;CANTIDAD RECURRENTE NO SIGNIFICATIVA;
Rodríguez Herrer,María Elvira;07/10/2025;Modificación de la declaración de intereses económicos;FUNDACIONES;;;;;CRUZ ROJA;CANTIDAD RECURRENTE NO SIGNIFICATIVA;
Rodríguez Herrer,María Elvira;16/09/2025;Declaración inicial;FUNDACIONES;;;;;ALDEAS INFANTILES;CANTIDAD RECURRENTE NO SIGNIFICATIVA;
Rodríguez Herrer,María Elvira;07/10/2025;Modificación de la declaración de intereses económicos;FUNDACIONES;;;;;ALDEAS INFANTILES;CANTIDAD RECURRENTE NO SIGNIFICATIVA;
Rodríguez Herrer,María Elvira;07/10/2025;Modificación de la declaración de intereses económicos;OBSERVACIONES;;;;;;;NADA QUE DECLARAR
Rodríguez Palacios,Javier;05/12/2023;Declaración inicial;ACTIVIDAD;2015-2023;Excelentísimo Ayuntamiento de Alcalá de Henares;Público;;;Alcalde Presidente del Ayuntamiento de Alcalá de Henares;
Rodríguez Palacios,Javier;05/12/2023;Declaración inicial;ACTIVIDAD;2023-actualidad;Excelentísimo Ayuntamiento de Alcalá de Henares;Público;;;Concejal Portavoz del Ayuntamiento de Alcalá de Henares;
Rodríguez Palacios,Javier;05/12/2023;Declaración inicial;DONACION;;;;Vecinos y vecinas, entidades e instituciones;;Obsequios de cortesía, de muy diferente índole pero sin valor económico relevante, por parte de entidades de la ciudad, embajadas, instituciones, vecinos y vecinas a titulo particular fruto de las relaciones sociales, humanas e institucionales desarrolladas en el desempeño del cargo de Alcalde;
Rodríguez Palacios,Javier;05/12/2023;Declaración inicial;FUNDACIONES;;;;;Partido Socialista obrero Español (PSOE);Aportaciones voluntarias por desempeño de cargo público y cuota de militante;
Rodríguez Palacios,Javier;05/12/2023;Declaración inicial;FUNDACIONES;;;;;Cruz Roja;Cuota de socio;
Rodríguez Palacios,Javier;05/12/2023;Declaración inicial;FUNDACIONES;;;;;Amigos de la Universidad de Alcalá;Cuota de socio;
Rodríguez Palacios,Javier;05/12/2023;Declaración inicial;FUNDACIONES;;;;;ACNUR;Cuota de socio;
Rodríguez Palacios,Javier;05/12/2023;Declaración inicial;OBSERVACIONES;;;;;;;Ninguno
Rodríguez Salas,José Antonio;07/08/2023;Declaración inicial;ACTIVIDAD;2005/2018;AYUNTAMIENTO DE JUN;PUBLICO;;;ALCALDE;
Rodríguez Salas,José Antonio;07/08/2023;Declaración inicial;ACTIVIDAD;2018/2019;PRESIDENCIA DEL GOBIERNO;PUBLICO;;;VOCAL ASESOR;
Rodríguez Salas,José Antonio;07/08/2023;Declaración inicial;ACTIVIDAD;2019/2023;CORTES GENERALES;PUBLICO;;;DIPUTADO EN EL CONGRESO;
Rodríguez Salas,José Antonio;07/08/2023;Declaración inicial;DONACION;;;;FAMILIARES Y AMIGOS;;DE POCO VALOR Y SOLO EN EL AMBITO FAMILIAR Y SOCIAL;
Rodríguez Salas,José Antonio;07/08/2023;Declaración inicial;FUNDACIONES;;;;;PSOE;CUOTAS PSOE Y CARGO PUBLICO PSOE;
Rodríguez Serra,Santi;03/08/2023;Declaración inicial;ACTIVIDAD;NOV-2003-MAR-2021;PARLAMENT DE CATALUNYA;;;;DIPUTADO;
Rodríguez Serra,Santi;03/08/2023;Declaración inicial;ACTIVIDAD;MAR-2021-JUL-2023;DIPUTACIÓ DE BARCELONA;;;;COORDINADOR ASESORIA;
Rodríguez Serra,Santi;03/08/2023;Declaración inicial;DONACION;;;;;;NINGUNO;
Rodríguez Serra,Santi;03/08/2023;Declaración inicial;FUNDACIONES;;;;;NINGUNA;;
Rodríguez Suárez,Esther;20/12/2023;Declaración inicial;ACTIVIDAD;Desde 1993- hasta11-12-2023;Ayuntamiento de la Gomera;Público;;;Trabajadora Social;
Rodríguez Suárez,Esther;20/12/2023;Declaración inicial;DONACION;;;;NINGUNO;;;
Rodríguez Suárez,Esther;20/12/2023;Declaración inicial;FUNDACIONES;;;;;PSOE;CUOTA DE AFILIADA SEGÚN LOS ESTATUTOS;
Rodríguez Suárez,Esther;20/12/2023;Declaración inicial;FUNDACIONES;;;;;COLEGIO DE TRABAJADORES SOCIALES STA. CRUZ DE TENERIFE;CUOTA TRIMESTRAL SEGÚN LOS ESTATUTOS;
Rodríguez Suárez,Esther;20/12/2023;Declaración inicial;OBSERVACIONES;;;;;;;NINGUNO
Rojas García,Carlos;02/08/2023;Declaración inicial;ACTIVIDAD;2019-2023;CORTES GENERALES;PÚBLICO;;;DIPUTADO EN EL CONGRESO;
Rojas García,Carlos;02/08/2023;Declaración inicial;DONACION;;;;FAMILIA Y AMIGOS;;DE POCO VALOR Y EXCLUSIVAMENTE EN EL ÁMBITO FAMILIAR O SOCIAL;
Rojas García,Carlos;02/08/2023;Declaración inicial;FUNDACIONES;;;;;PARTIDO POPULAR;CUOTA MENSUAL;
Rojas Manrique,Juan Antonio;08/08/2023;Declaración inicial;ACTIVIDAD;2017-2022;FREO OLSEN EXPRESS S.A.;MARÍTIMO;;;Capitán de la Marina Mercante en buques de la naviera.;
Rojas Manrique,Juan Antonio;08/08/2023;Declaración inicial;DONACION;;;;;;Regalos de escasa cuantía estrictamente en el ámbito familiar y de amistad;
Rojas Manrique,Juan Antonio;08/08/2023;Declaración inicial;FUNDACIONES;;;;;Partido Popular;Cuota de Afiliación;
Rojas Manrique,Juan Antonio;08/08/2023;Declaración inicial;FUNDACIONES;;;;;Aldeas Infantiles;Donación;
Rojas Manrique,Juan Antonio;08/08/2023;Declaración inicial;FUNDACIONES;;;;;Save the Children;Donación;
Rojo Blas,Alberto;08/08/2023;Declaración inicial;ACTIVIDAD;2015-2019;JUNTA DE COMUNIDADES DE CASTILLA LA MANCHA;Administración pública. CARGO PÚBLICO.;;;DELEGADO PROVINCIAL DE LA JUNTA DE COMUNIDADES DE CASTILLA - LA MANCHA EN GUADALAJARA;
Rojo Blas,Alberto;08/08/2023;Declaración inicial;ACTIVIDAD;2019-2023;AYUNTAMIENTO DE GUADALAJARA;Administración pública. CARGO PÚBLICO;;;ALCALDE;
Rojo Blas,Alberto;08/08/2023;Declaración inicial;ACTIVIDAD;2023- actualidad;AYUNTAMIENTO DE GUADALAJARA;Administración pública. CARGO PÚBLICO;;;CONCEJAL. Desde el 8 de agosto siendo cargo no retribuido, salvo dietas por asistencia a pleno y comisiones.;
Rojo Blas,Alberto;08/08/2023;Declaración inicial;DONACION;;;;NINGUNO;;;
Rojo Blas,Alberto;08/08/2023;Declaración inicial;FUNDACIONES;;;;;FUNDACIÓN UNICEF - COMITÉ ESPAÑA;Aportación mensual de 180 euros anuales para ayuda a colectivos vulnerables nacionalese internacionales.;
Rojo Blas,Alberto;08/08/2023;Declaración inicial;FUNDACIONES;;;;;PSOE;Cuota de afiliado. 72 euros anuales.;
Rojo Blas,Alberto;08/08/2023;Declaración inicial;FUNDACIONES;;;;;UGT;Cuota de afiliado. 169,20 euros anuales.;
Rojo Blas,Alberto;08/08/2023;Declaración inicial;FUNDACIONES;;;;;PARROQUIA SAN JUANBAUSTISTA HITA (Gu);Parroquia: colaboración con actividades y mantenimiento de la Parroquia. 180 euros anuales.;
Rojo Blas,Alberto;08/08/2023;Declaración inicial;FUNDACIONES;;;;;ASOC. CUL T. VILLA DE HITA;Asociación cultural Villa de Hita. Socio. Cuota 10 euros anuales.;
Rojo Blas,Alberto;08/08/2023;Declaración inicial;OBSERVACIONES;;;;;;;"MIEMBRO DE LA COMISIÓN EJECUTIVA PROVINCIAL DEL PSOE GUADALAJARA. CARGO NO RETRIBUIDO. 
MIEMBRO DEL COMITÉ REGIONAL DEL PSOE DE CASTILLA - LA MANCHA. CARGO NO RETRIBUIDO.	"
Román Jasanada,Antonio;03/08/2023;Declaración inicial;ACTIVIDAD;28/04/2019 hasta 17/08/2023;Senado;Cortes Generales;;;Senador XIII y XIV legislatura;
Román Jasanada,Antonio;03/08/2023;Declaración inicial;ACTIVIDAD;2018-abril 2019;Ayuntamiento de Guadalajara;Alcalde electo. Administración local;;;Alcalde (2007-2019) con retribución económica desde agosto de 2017 a abril 2019.;
Román Jasanada,Antonio;03/08/2023;Declaración inicial;ACTIVIDAD;2018 hasta la actualidad;Médico en ejercicio libre de la profesión;Sanitario;;;Consulta de medicina interna en Guadalajara.;
Román Jasanada,Antonio;03/08/2023;Declaración inicial;DONACION;;;;;;Diversos regalos de cortesía aceptables a los usos y costumbres (dulces, bebidas, libros o regalos institucionales) provenientes de instituciones, amistades o clientes/pacientes, habitualmente en época navideña y excepcionalmente en otras fechas,;
Román Jasanada,Antonio;03/08/2023;Declaración inicial;FUNDACIONES;;;;;Caritas;Donación económica;
Román Jasanada,Antonio;03/08/2023;Declaración inicial;FUNDACIONES;;;;;Iglesia católica (diócesis, parroquia, congregaciones religiosas);Donación económica;
Román Jasanada,Antonio;03/08/2023;Declaración inicial;FUNDACIONES;;;;;Fundaciones socio sanitarias (Oncoayuda, AECC);Donación económica;
Román Jasanada,Antonio;03/08/2023;Declaración inicial;FUNDACIONES;;;;;Partidos políticos (PP);Donación económica;
Romaní Cantera,José Ignacio;16/08/2023;Declaración inicial;ACTIVIDAD;2000 -2019;AYUNTAMIENTO DE CADÍZ;PUBLICO;;;CONCEJAL;
Romaní Cantera,José Ignacio;16/08/2023;Declaración inicial;ACTIVIDAD;JULIO 2015 JUNIO 2019;ASESOR DEL PARTIDO POPULAR EN LA PROVINCIA DE CADIZ;PRIVADO;;;ASESOR EN MATERIAS POLITICAS SOBRE ADMINISTRACION PUBLICA, URBANISMO Y FONDOS EUROPEOS;
Romaní Cantera,José Ignacio;16/08/2023;Declaración inicial;ACTIVIDAD;2019 -2019;DIPUTACION DE CADIZ;PUBLICO;;;DIPUTADO;
Romaní Cantera,José Ignacio;16/08/2023;Declaración inicial;ACTIVIDAD;JULIO 2019 JUNIO 2022;DIRECTOR PROVINCIAL DE LA AGENCIA DE VIVIENDA Y REHABILITACION DE ANDALUCIA;PUBLICO;;;DIRECTOR;
Romaní Cantera,José Ignacio;16/08/2023;Declaración inicial;ACTIVIDAD;JUNIO 2022 AGOSTO 2022;PARLAMENTO ANDALUZ;PUBLICO;;;PARLAMENTARIO;
Romaní Cantera,José Ignacio;16/08/2023;Declaración inicial;ACTIVIDAD;AGOSTO 2022 JULIO 2023;CONGRESO DE LOS DIPUTADOS;PUBLICO;;;DIPUTADO;
Romaní Cantera,José Ignacio;16/08/2023;Declaración inicial;FUNDACIONES;;;;;PARTIDO POPULAR;CUOTA PARTIDO;
Romero Pozo,Rafaela;04/08/2023;Declaración inicial;ACTIVIDAD;Septiembre 2016- Julio 2019;Parlamento Vasco;Público;;;Parlamentaria Vasca por el Grupo Parlamentario Socialistas Vascos/Euskal Socialistak  ( PSE-EE/PSOE);
Romero Pozo,Rafaela;04/08/2023;Declaración inicial;ACTIVIDAD;Julio 2019-30 Junio 2023;Diputación Foral De Gipuzkoa;Público;;;Diputada Foral de Movilidad y Ordenación del Territorio del Gobierno Foral de la Diputación Foral de Gipuzkoa;
Romero Pozo,Rafaela;04/08/2023;Declaración inicial;ACTIVIDAD;2019-2023;Autoridad Portuaria de Pasajes;Público;;;Miembro del Consejo de Administración de la Autoridad Portuaria de Pasajes en representación de la Diputación Foral de Gipuzkoa al ser Diputada Foral;
Romero Pozo,Rafaela;04/08/2023;Declaración inicial;ACTIVIDAD;2019-2023;BIDEGI SOCIEDAD PÚBLICA FORAL DE INFRAESTRUCTURAS DE GIPUZKOA;Público;;;Miembro del Consejo de Administración de BIDEGI en representación de la Diputación Foral de Gipuzkoa al ser Diputada Foral del Gobierno;
Romero Pozo,Rafaela;04/08/2023;Declaración inicial;DONACION;;;;FAMILIARES Y AMIGOS;;DE POCO VALOR Y EXCLUSIVAMENTE EN EL ÁMBITO FAMILIAR Y SOCIAL;
Romero Pozo,Rafaela;04/08/2023;Declaración inicial;FUNDACIONES;;;;;PSOE;Cuotas Militante;
Romero Vilches,María de los Reyes;16/08/2023;Declaración inicial;ACTIVIDAD;ABRIL 2019-ACTUALIDAD;CORTES GENERALES;PÚBLICO;;;DIPUTADA;
Romero Vilches,María de los Reyes;16/08/2023;Declaración inicial;DONACION;;;;;;Ninguno de especial consideración y valor, salvo los propios de relaciones de amistad, parentesco o social sin alcance material o económico relevante.;
Romero Vilches,María de los Reyes;16/08/2023;Declaración inicial;FUNDACIONES;;;;;;Pequeñas aportaciones y tareas de voluntariado a entidades benéficas y promoción cultural y educativa;
Romero Vilches,María de los Reyes;16/08/2023;Declaración inicial;FUNDACIONES;;;;;vox;Cuota de afiliada;
Ros Martínez,Susana;03/08/2023;Declaración inicial;ACTIVIDAD;2017/2019;AYUNTAMIENTO DE CASTELLÓN;PÚBLICO;;;COORDINADORA ACCIÓN GOBIERNO GABINETE ALCALDÍA;
Ros Martínez,Susana;03/08/2023;Declaración inicial;ACTIVIDAD;2019/2023;CONGRESO DE LOS DIPUTADOS;PÚBLICO;;;DIPUTADA NACIONAL POR CASTELLÓN;
Ros Martínez,Susana;03/08/2023;Declaración inicial;DONACION;;;;NINGUNO;;;
Ros Martínez,Susana;03/08/2023;Declaración inicial;FUNDACIONES;;;;;PSOE;CUOTA AFILIADA Y MICROCRÉDITOS;
Ros Martínez,Susana;03/08/2023;Declaración inicial;OBSERVACIONES;;;;;;;NINGUNO
Rueda Perelló,Patricia;14/08/2023;Declaración inicial;ACTIVIDAD;2010-2019;MAGA MUSEO S.L;PRIVADO;;;DIRECTORA GERENTE MUSEO AUTOMOVILÍSTICO Y DE LA MODA;
Rueda Perelló,Patricia;14/08/2023;Declaración inicial;ACTIVIDAD;2019-2023;CORTES GENERALES;PÚBLICO;;;DIPUTADA;
Rueda Perelló,Patricia;14/08/2023;Declaración inicial;FUNDACIONES;;;;;VOX;CUOTA DE AFILIACIÓN;
Rufián Romero,Gabriel;16/08/2023;Declaración inicial;ACTIVIDAD;20 diciembre de 2015- laactualidad;CONGRESO DE LOS DIPUTADOS;CÁMARA LEGISLATIVA;;;DIPUTADO DE LA CÁMARA;
Rufián Romero,Gabriel;16/08/2023;Declaración inicial;ACTIVIDAD;junio 2019;EDITORIAL LA CATARATA;EDITORIAL;;;PUBLICACIÓN DEL LIBRO ""SER DE IZQUIERDAS ES SER EL ÚLTIMO DE LA FILA (Y SABERLO)"";
Rufián Romero,Gabriel;16/08/2023;Declaración inicial;ACTIVIDAD;septiembre 2020;EDITORIAL TEMAS DE HOY;EDITORIAL;;;PUBLICACIÓN DEL LIBRO ""EL 15M FACHA. Ideas para un futuro en disputa"".;
Rufián Romero,Gabriel;16/08/2023;Declaración inicial;ACTIVIDAD;Mayo 2023- la actualidad;AJUNTAMENT DE SANTA COLOMA DE GRAMENET;CORPORACIÓN LOCAL;;;CONCEJAL DEL GRUPO MUNICIPAL DE ESQUERRA REPUBLICANA DE CATALUNYA;
Rufián Romero,Gabriel;16/08/2023;Declaración inicial;FUNDACIONES;;;;;FUNDACIÓ IRLA;FUNDACIÓN AFIN A ESQUERRA REPUBLICANA DESTINADA A FOMENTAR VALORES CULTURALES, PUBLICACIONES DE LITERATURA CATALANA, HISTORIA, ENSAYOS POLÍTICOS;
Rufián Romero,Gabriel;16/08/2023;Declaración inicial;OBSERVACIONES;;;;;;;He recibido los regalos de usos y costumbres procedentes de familiares y allegados sin que condicionen mi actividad política.
Ruiz Boix,Juan Carlos;03/08/2023;Declaración inicial;ACTIVIDAD;2018-2019;DIPUTACIÓN PROVINCIAL DE CÁDIZ;PÚBLICO;;;DIPUTADO PROVINCIAL Y VICEPRESIDENTE 1º DE COORDINACIÓN POLÍTICA EXCMA. DIPUTACIÓN PROVINCIAL DE CÁDIZ;
Ruiz Boix,Juan Carlos;03/08/2023;Declaración inicial;ACTIVIDAD;2019-2022;DIPUTACIÓN PROVINCIAL DE CÁDIZ;PÚBLICO;;;DIPUTADO PROVINCIAL SERVICIOS ECONÓMICOS, RECAUDADCIÓN Y GESTIÓN TRIBUTARIA EXCMA. DIPUTACIÓIN PR0OVINCIAL DE CÁDIZ;
Ruiz Boix,Juan Carlos;03/08/2023;Declaración inicial;ACTIVIDAD;2022-2023;DIPUTACIÓN PROVINCIAL DE CÁDIZ;PÚBLICO;;;PRESIDENTE EXCMA. DIPUTACIÓN PROVINCIAL DE CÁDIZ DESDE 1 JULIO 2022 HASTA 12 DE JULIO 2023;
Ruiz Boix,Juan Carlos;03/08/2023;Declaración inicial;ACTIVIDAD;2011-2023;AYUNTAMIENTO DE SAN ROQUE;PÚBLICO;;;ALCALDE PRESIDENTE DESDE 11 JUNIO 2011 Y PERMANEZCO;
Ruiz Boix,Juan Carlos;03/08/2023;Declaración inicial;DONACION;;;;;;NO TENGO;
Ruiz Boix,Juan Carlos;03/08/2023;Declaración inicial;FUNDACIONES;;;;;ONG ACCIÓN CONTRA EL HAMBRE;APORTACIÓN ANUAL;
Ruiz Boix,Juan Carlos;03/08/2023;Declaración inicial;FUNDACIONES;;;;;PSOE;APORTACIÓN MENSUAL;
Ruiz Boix,Juan Carlos;03/08/2023;Declaración inicial;OBSERVACIONES;;;;;;;Regalos familiares de escasa cuantía por eventos especiales.
Ruiz de Diego,Víctor Javier;19/12/2023;Declaración inicial;ACTIVIDAD;2018 /2023;COMARCA DE LA COMUNIDAD DE CALATAYUD (Zaragoza);PUBLICO;;;CONSEJERO COMARCAL. Percepción de dietas por asistencia.;
Ruiz de Diego,Víctor Javier;19/12/2023;Declaración inicial;ACTIVIDAD;2018/2023;2018/2023 AYUNTAMIENTO DE CALATAYUD (Zaragoza);PUBLICO;;;CONCEJAL.Percepción de dietas por asistencia.;
Ruiz de Diego,Víctor Javier;19/12/2023;Declaración inicial;ACTIVIDAD;2019/2023;SENADO DE ESPAÑA;PUBLICO;;;SENADOR;
Ruiz de Diego,Víctor Javier;19/12/2023;Declaración inicial;ACTIVIDAD;2018 / 2023;ABOGACIA;PRIVADO;;;DESPACHO PROFESIONAL PROPIO.;
Ruiz de Diego,Víctor Javier;19/12/2023;Declaración inicial;DONACION;;;;NINGUNO;;;
Ruiz de Diego,Víctor Javier;19/12/2023;Declaración inicial;FUNDACIONES;;;;;CRUZ ROJA ESPAÑOLA (CALATAYUD);CONTRIBUCIÓN ECONÓMICA CON MOTIVO DE LA PANDEMIA;
Ruiz de Diego,Víctor Javier;19/12/2023;Declaración inicial;FUNDACIONES;;;;;AMIBIL (ASOCIACIÓN DE PERSONAS CON DISCAPACIDAD DE CALATAYUD);CONTRIBUCIÓN ECONÓMICA CON MOTIVO DE LA PANDEMIA;
Ruiz de Diego,Víctor Javier;19/12/2023;Declaración inicial;FUNDACIONES;;;;;PSOE;CUOTAS PERIÓDICAS ESTABLECIDAS EN LOS ESTATUTOS, Y APORTACIONES COMO CARGO PÚBLICO (SENADOR);
Ruiz de Diego,Víctor Javier;19/12/2023;Declaración inicial;FUNDACIONES;;;;;PSOE;MICROCRÉDITO DE 500 EUROS;
Ruiz de Diego,Víctor Javier;19/12/2023;Declaración inicial;OBSERVACIONES;;;;;;;SECRETARIO GENERAL PSOE CALATAYUD (SIN REMUNERACIÓN)
Ruiz de Pinedo Undiano,Iñaki;14/08/2023;Declaración inicial;ACTIVIDAD;2016-2019;Aztiker Kooperatiba (estudios socio economía y dinamización de procesos participativos);Consultoría;;;Trabajo por cuenta ajena como sociologo;
Ruiz de Pinedo Undiano,Iñaki;14/08/2023;Declaración inicial;ACTIVIDAD;2019-2023;Congreso Diputados;;;;Diputado;
Ruiz de Pinedo Undiano,Iñaki;14/08/2023;Declaración inicial;DONACION;;;;;;REGALOS DE POCA ENTIDAD EN EL ÁMBITO FAMILIAR Y SOCIAL;
Ruiz de Pinedo Undiano,Iñaki;14/08/2023;Declaración inicial;FUNDACIONES;;;;;EH BILDU;CUOTA AFILIADO;
Ruiz de Pinedo Undiano,Iñaki;14/08/2023;Declaración inicial;FUNDACIONES;;;;;EH BILDU;CUOTA CARGO PÚBLICO;
Ruiz Solás,María de la Cabeza;14/08/2023;Declaración inicial;ACTIVIDAD;2019-actualidad;Congreso de los diputados;público;;;diputada;
Ruiz Solás,María de la Cabeza;14/08/2023;Declaración inicial;DONACION;;;;;;Ninguno;
Ruiz Solás,María de la Cabeza;14/08/2023;Declaración inicial;FUNDACIONES;;;;;VOX;Cuota de partido;
Sáez Alonso-Muñumer,Pablo;03/08/2023;Declaración inicial;OBSERVACIONES;;;;;;;CON ANTERIORIDAD A MI ELECCIÓN COMO DIPUTADO EN LA XIII LEGISLATURA (ABRIL DE 2019) TRABAJÉ DESDE 2001, EN EL DEPARTAMENTO FINANCIERO DE AON ESPAÑA NO HABIENDO RECIBIDO DONACIONES, OBSEQUIOS NI OTROS BENEFICIOS NO REMUNERADOS, UN TRABAJO QUE EN NADA CONDICIONA MI ACTIVIDAD POLÍTICA. NO REALIZO NI HE REALIZADO EN LOS 5 AÑOS ANTES DE ABRIL 2019, APORTACIONES REGULARES DE FONDOS A FUNDACIONES O ASOCIACIONES. SI HE PARTICIPADO EN ACCIONES COMO VOLUNTARIO
